"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","4/13","232/9396",0.0172413793103448,12.4615384615385,6.57951041161861,0.000217295021962148,0.0210776171303283,0.016926138552841,"1282/483/7057/60",4
