"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.82906623174666e-40,0.591472347861345,0.862,0.712,1.46828349311467e-35,"1","MBNL1"
7.98406257316347e-40,0.733688017097785,0.518,0.285,2.01110552155415e-35,"1","LARP4B"
1.26954652464505e-39,0.435852943171966,0.461,0.231,3.19786074092842e-35,"1","PRKCA"
1.81032186206379e-39,0.600689371920169,0.598,0.344,4.56001973835249e-35,"1","ITSN2"
2.06330034576563e-39,1.05239461524643,0.291,0.125,5.19724724094904e-35,"1","MAP3K20"
2.07219292911759e-39,0.868301795932752,0.339,0.155,5.21964676915431e-35,"1","CHKA"
6.80082689557749e-39,0.377580728039339,0.385,0.175,1.71306028672701e-34,"1","EPB41L5"
9.72497615707894e-39,0.870280544693944,0.463,0.253,2.44962424420661e-34,"1","KANSL1L"
1.33016042804052e-37,1.05682962484615,0.293,0.128,3.35054110219126e-33,"1","SMARCA5"
6.55402569936364e-37,0.72061149386174,0.407,0.205,1.65089353341271e-32,"1","HDAC8"
1.03289627908116e-36,0.850544269712674,0.325,0.15,2.60176243737752e-32,"1","CASZ1"
1.62662294481292e-36,1.17181417535116,0.263,0.113,4.09730053568927e-32,"1","NUP58"
2.50475512994437e-36,0.58017301447444,0.662,0.417,6.30922769681688e-32,"1","XIST"
3.60717704667407e-36,0.824412501626427,0.281,0.121,9.08611826286731e-32,"1","RRAS2"
6.49856090716269e-36,0.979142379818518,0.266,0.113,1.63692250690521e-31,"1","PRKCI"
4.3552585597728e-35,0.477085667345518,0.423,0.211,1.09704607862117e-30,"1","WWC2"
7.90403922788591e-35,0.894642789816041,0.337,0.163,1.99094844111218e-30,"1","SIL1"
1.77305741230403e-34,0.432321833779446,0.378,0.18,4.46615431585262e-30,"1","RANBP17"
2.23360630723804e-34,0.676918375683039,0.4,0.204,5.6262309273019e-30,"1","RBFOX2"
3.28913310261374e-34,1.03192458960657,0.265,0.117,8.28499737217375e-30,"1","FAM174B"
3.56147439988871e-34,0.788641039216992,0.344,0.167,8.97099786587967e-30,"1","FILIP1"
4.08829648556829e-34,0.472824816196019,0.385,0.189,1.0298010017498e-29,"1","MCTP2"
5.6059489916931e-34,0.649491169342441,0.558,0.33,1.41208249151758e-29,"1","SCAPER"
6.52307244396045e-34,0.769730697741923,0.475,0.266,1.6430967179092e-29,"1","TOP1"
7.53662192537268e-34,0.511587957420384,0.72,0.473,1.89839969678212e-29,"1","SPIDR"
1.76969695708006e-33,1.00679284034002,0.273,0.123,4.45768966518896e-29,"1","CDH1"
6.06606495013905e-33,0.703677894178625,0.39,0.201,1.52798110029053e-28,"1","NCOA7"
1.24910101069583e-32,1.00056868792553,0.337,0.169,3.14636053584173e-28,"1","SLC20A2"
1.84536820144291e-32,0.797536132765333,0.392,0.21,4.64829796261454e-28,"1","BAZ1A"
2.31545739008152e-32,0.877950154812842,0.26,0.113,5.83240561987635e-28,"1","MIPOL1"
2.87395488657242e-32,0.842994918779687,0.322,0.157,7.23920496378727e-28,"1","SPRED2"
3.65517621782702e-32,0.621544307477262,0.483,0.273,9.20702337508449e-28,"1","PTPN12"
4.98801372623862e-32,0.945900076800641,0.279,0.128,1.25643077750225e-27,"1","GCNT2"
5.86888597158467e-32,0.652102301396262,0.365,0.186,1.47831368738246e-27,"1","PDSS2"
9.97021949546179e-32,0.556241768540113,0.596,0.372,2.51139858871187e-27,"1","MARK3"
2.01561901237238e-31,0.36368468064422,0.295,0.131,5.07714273026479e-27,"1","PRKCQ"
4.5483245254391e-31,0.475564899446363,0.481,0.268,1.14567746471286e-26,"1","SAMD12"
1.51527962685531e-30,0.860526433041454,0.28,0.13,3.81683785208584e-26,"1","RHOT1"
1.70814069900268e-30,0.603089171270275,0.497,0.287,4.30263560671786e-26,"1","STK3"
7.24902428436584e-30,0.713238979945924,0.351,0.181,1.82595672698891e-25,"1","ASB3"
8.27557891354996e-30,0.560968149833163,0.44,0.241,2.0845355725341e-25,"1","PDE8A"
1.35481577328956e-29,0.554293368537582,0.525,0.312,3.41264545133907e-25,"1","STAT3"
1.71122776660447e-29,0.917310174432929,0.279,0.132,4.31041162129999e-25,"1","GSPT1"
7.97091893866324e-29,0.795016258911484,0.288,0.139,2.00779477145988e-24,"1","ARHGAP12"
1.67160563367078e-28,0.736016850983096,0.372,0.201,4.21060743065334e-24,"1","MYOF"
2.65271932567379e-28,0.533578560738516,0.54,0.326,6.68193470943971e-24,"1","DOCK1"
3.9537705111151e-28,0.823561526235816,0.294,0.145,9.95915254044782e-24,"1","UGGT2"
4.31008411540006e-28,0.726767673241913,0.288,0.14,1.08566708782812e-23,"1","BTD"
6.20181242192791e-28,0.851497095501451,0.366,0.203,1.56217453095942e-23,"1","VAPA"
8.45160078045423e-28,0.814271903842165,0.255,0.12,2.12887372058861e-23,"1","DDAH1"
1.20977185266835e-27,0.25664646657271,0.384,0.2,3.0472943196863e-23,"1","CRIM1"
1.62197399284751e-27,0.674572807218601,0.313,0.157,4.0855902905836e-23,"1","USP8"
1.89838677099939e-27,0.323751653715458,0.265,0.125,4.78184643747037e-23,"1","PDGFC"
2.09966980105404e-27,0.961736776658718,0.314,0.165,5.28885826187502e-23,"1","EPN2"
3.52283191933916e-27,0.653214605351294,0.439,0.253,8.8736613216234e-23,"1","HECTD1"
5.99548664065238e-27,0.696990960084044,0.312,0.16,1.51020312991393e-22,"1","INSR"
6.48460396811696e-27,0.588994014432241,0.434,0.247,1.63340689352898e-22,"1","THOC2"
1.00684101267612e-26,0.51086361045913,0.509,0.306,2.53613182682987e-22,"1","ANKHD1"
1.07648904357574e-26,0.421734452502283,0.378,0.197,2.71156825186293e-22,"1","HPCAL1"
1.35764604561953e-26,0.447738346445878,0.336,0.169,3.41977462431104e-22,"1","SCAI"
1.53616999955462e-26,0.76776793146997,0.288,0.144,3.86945861187814e-22,"1","DPH6"
4.92939698119163e-26,0.658274016604399,0.299,0.151,1.24166580559236e-21,"1","MIR4435-2HG"
1.47961788551548e-25,0.738506449676058,0.277,0.137,3.72700949182493e-21,"1","LARP4"
1.96193738399172e-25,0.41841767305231,0.413,0.232,4.94192407653674e-21,"1","HIVEP3"
2.100207822837e-25,0.359720814790133,0.401,0.226,5.29021348494412e-21,"1","THSD4"
2.67917989304759e-25,0.853878139962252,0.322,0.173,6.74858623259756e-21,"1","CD46"
2.73783746545148e-25,0.35699913773675,0.425,0.241,6.89633879172574e-21,"1","CASK"
2.83147316890876e-25,0.386016746501761,0.655,0.427,7.13219776516427e-21,"1","TRIO"
3.15094411695506e-25,0.266310236519362,0.336,0.171,7.9369131361981e-21,"1","ADAMTS9-AS2"
3.49192392739443e-25,0.271521088032431,0.503,0.291,8.79580718071384e-21,"1","ITPR2"
5.63514991211927e-25,0.753938172852061,0.257,0.126,1.41943791136372e-20,"1","APLP2"
6.46370449885368e-25,0.604725576424603,0.338,0.181,1.62814252621625e-20,"1","ZMYND8"
4.31362418570933e-24,0.318176316711809,0.484,0.287,1.08655879613832e-19,"1","FGD4"
8.28229278782028e-24,0.575390163847985,0.289,0.149,2.08622673032405e-19,"1","RRBP1"
1.21689572629314e-23,0.522976549118301,0.418,0.244,3.06523864495979e-19,"1","TMTC2"
1.53882002229053e-23,0.641075837643045,0.255,0.125,3.8761337541476e-19,"1","LINC01004"
1.62495292485545e-23,0.359550954238319,0.528,0.321,4.09309392241839e-19,"1","PAM"
2.41844155166244e-23,0.493207196272962,0.349,0.191,6.09181242448253e-19,"1","ABL1"
2.67676586076482e-23,0.439714839935087,0.322,0.17,6.7425055266805e-19,"1","FNBP1L"
3.79719247397222e-23,0.638130230692387,0.27,0.136,9.56474812268862e-19,"1","GALNT10"
4.22061648502206e-23,0.664211385624601,0.356,0.203,1.06313108641221e-18,"1","CLEC16A"
1.49143143726243e-22,0.390323748448611,0.303,0.158,3.75676664732035e-18,"1","NBEA"
1.84055119701603e-22,0.756136802458285,0.279,0.146,4.63616441016367e-18,"1","DSTN"
3.03554287045755e-22,0.485308230634803,0.452,0.281,7.64622893639552e-18,"1","ST6GAL1"
4.18797589807155e-22,0.543622588602551,0.282,0.147,1.05490924896524e-17,"1","ATXN7L1"
6.6056096477098e-22,0.504402694353767,0.485,0.296,1.66388701416162e-17,"1","TEAD1"
1.55209258112123e-21,0.412797509803351,0.298,0.156,3.90956600258626e-17,"1","GPRC5A"
3.15079762215988e-21,0.469030031255876,0.264,0.135,7.93654413045852e-17,"1","TPP2"
3.30037604831022e-21,0.352816639926965,0.5,0.307,8.31331722808862e-17,"1","EZR"
7.17357294419509e-21,0.512142711831139,0.269,0.14,1.8069512889133e-16,"1","NT5DC1"
1.12969976032749e-20,0.502156052687711,0.383,0.227,2.84560072628892e-16,"1","SREBF2"
2.14736524728143e-20,0.297121288198559,0.257,0.132,5.4089983213772e-16,"1","MEIS2"
2.9896488364568e-20,0.649510202252443,0.316,0.182,7.53062645415104e-16,"1","ANXA4"
3.85101529584813e-20,0.626896518754041,0.359,0.213,9.70032242871186e-16,"1","PPP4R1"
4.93896982193558e-20,0.599003570950613,0.305,0.17,1.24407710844735e-15,"1","VEZT"
5.83717841651371e-20,0.32795906879395,0.472,0.294,1.47032687133564e-15,"1","SNX29"
1.83138380755065e-19,0.599051315508049,0.379,0.232,4.61307267283933e-15,"1","KIAA1328"
2.07425173644823e-19,0.344586347873935,0.37,0.215,5.22483269893944e-15,"1","ITPR1"
2.55721461545518e-19,0.600578496218039,0.338,0.2,6.44136789487006e-15,"1","TMEM165"
3.51764551637775e-19,0.563921005801601,0.348,0.205,8.86059729120392e-15,"1","TNRC18"
4.76259360881864e-19,0.586991318345545,0.296,0.166,1.19964970412533e-14,"1","SREK1"
6.33953934335043e-19,0.363439753118768,0.488,0.312,1.59686656519654e-14,"1","RAPGEF2"
8.78271765230759e-19,0.291675211556319,0.264,0.143,2.21227874943976e-14,"1","ST5"
1.32240984418656e-18,0.379289498122607,0.417,0.255,3.33101815652151e-14,"1","RBM26"
1.85117432800634e-18,0.439137454194701,0.401,0.248,4.66292301481516e-14,"1","WDFY3"
3.85449364151116e-18,0.359085657845229,0.539,0.358,9.70908403360247e-14,"1","TGFBR2"
4.32134224855575e-18,0.37317411286335,0.273,0.148,1.08850289898871e-13,"1","IL6ST"
4.91397805338243e-18,0.461303802401805,0.374,0.232,1.2377819318665e-13,"1","SAT1"
6.17253679468563e-18,0.354749339467296,0.366,0.217,1.55480029321336e-13,"1","PTPRE"
1.43135125947564e-17,0.340765314553916,0.532,0.354,3.6054306874932e-13,"1","GOLGA4"
2.43487186451342e-17,0.586357315090282,0.261,0.146,6.13319873952285e-13,"1","ZNF516"
2.88785536242948e-17,0.460772413652508,0.299,0.171,7.27421887242363e-13,"1","DPYD-AS1"
2.98441419372239e-17,0.582774503864749,0.304,0.179,7.51744091256733e-13,"1","ABHD2"
5.65706598752046e-17,0.259782257246857,0.337,0.198,1.42495835159653e-12,"1","NFATC3"
9.26252445802279e-17,0.274893407874606,0.375,0.226,2.33313728573136e-12,"1","GAB1"
2.79226510591413e-16,0.34193442842592,0.355,0.215,7.03343657528709e-12,"1","ATP2B4"
4.18844559199737e-16,0.469618988350962,0.256,0.145,1.05502756016822e-11,"1","PTPN2"
4.25412493194427e-16,0.40936789002458,0.279,0.16,1.07157152910744e-11,"1","AP002518.2"
5.82526112505497e-16,0.251390176287808,0.677,0.488,1.4673250247901e-11,"1","LRBA"
6.78813401779352e-16,0.300548933093311,0.524,0.352,1.70986307774201e-11,"1","NFAT5"
1.13146198292378e-15,0.326572643661141,0.298,0.172,2.85003958878671e-11,"1","ARHGAP31"
1.33524360432088e-15,0.500307506556345,0.263,0.151,3.36334511492386e-11,"1","USO1"
1.80804040029307e-15,0.304471658858156,0.417,0.269,4.55427296429822e-11,"1","SND1"
2.62434954787656e-15,0.40522636780737,0.354,0.22,6.61047407614626e-11,"1","RABGAP1"
5.31716404497664e-15,0.303200615654857,0.373,0.235,1.33934045128917e-10,"1","CAMKMT"
6.6394771354595e-15,0.37654440217184,0.323,0.198,1.67241789565089e-10,"1","ZMYM4"
9.14115916997662e-15,0.413601669085565,0.288,0.17,2.30256658332541e-10,"1","CPSF6"
9.5097796831617e-15,0.487905594620263,0.348,0.224,2.3954184043916e-10,"1","GTF2I"
1.18641430334499e-14,0.390606341004908,0.254,0.146,2.98845898869571e-10,"1","MYO5B"
1.34563185753532e-14,0.395445871903874,0.304,0.185,3.38951208594572e-10,"1","VPS13A"
1.36303679285263e-14,0.480542856895106,0.311,0.193,3.43335337751649e-10,"1","DUSP16"
2.35196442510832e-14,0.448443228040756,0.383,0.251,5.92436319040535e-10,"1","TRA2A"
2.52275575378667e-14,0.333092086208003,0.34,0.211,6.35456946821324e-10,"1","KIAA0319L"
7.61758223556687e-14,0.38574296862768,0.322,0.203,1.91879278931694e-09,"1","HOOK3"
9.97227069089851e-14,0.272593067448908,0.346,0.218,2.51191526433043e-09,"1","DIS3L2"
1.26983615385627e-13,0.449475619021741,0.289,0.177,3.19859028794857e-09,"1","TAF1D"
1.82937913508424e-13,0.283990902761873,0.425,0.282,4.60802310336368e-09,"1","NSMCE2"
1.97271535807331e-13,0.430429213364185,0.255,0.151,4.96907271545087e-09,"1","DNAJB14"
2.00172454047561e-13,0.316057333273277,0.279,0.167,5.04214394500401e-09,"1","RASSF8"
2.13149371227547e-13,0.321133852766403,0.353,0.226,5.36901951185068e-09,"1","ZFAND6"
2.19591848419423e-13,0.28655479538398,0.433,0.29,5.53129906983685e-09,"1","PDS5A"
2.5407043769416e-13,0.51426310786769,0.257,0.154,6.39978025507819e-09,"1","ZC3H13"
3.14308772369605e-13,0.278127159458854,0.336,0.212,7.91712366721797e-09,"1","UBE2E1"
6.05664873302807e-13,0.286339017015164,0.442,0.299,1.52560924936244e-08,"1","SMURF1"
6.85487347999347e-13,0.377505853905979,0.304,0.19,1.72667408087555e-08,"1","SNX13"
7.53863695613768e-13,0.386381498204644,0.265,0.161,1.89890726288152e-08,"1","CLINT1"
2.59170388408959e-12,0.320504112477492,0.566,0.407,6.52824291363328e-08,"1","CHD2"
2.5950233478435e-12,0.311310107397076,0.257,0.156,6.53660431088298e-08,"1","RNF169"
3.69203830846488e-12,0.387766095370421,0.277,0.172,9.29987529519219e-08,"1","OSBPL3"
5.26847308218719e-12,0.259657807965942,0.429,0.294,1.32707568467213e-07,"1","MLLT10"
5.74232507680454e-12,0.29120667796335,0.307,0.195,1.4464342635963e-07,"1","ATF6"
9.78299993186976e-12,0.352118616556551,0.263,0.163,2.46423985283867e-07,"1","SEC63"
1.03327061580547e-11,0.339759104601992,0.305,0.194,2.6027053541524e-07,"1","UBE3A"
1.19480280107359e-11,0.479620139752634,0.271,0.171,3.00958877562426e-07,"1","CAPN2"
1.45057239197297e-11,0.409783560396166,0.266,0.168,3.65384679814071e-07,"1","INO80"
3.7141789111213e-11,0.29871056871646,0.286,0.181,9.35564525922344e-07,"1","OFD1"
1.42212819655436e-10,0.251056871189422,0.38,0.258,3.58219871430077e-06,"1","SMC5"
1.73341595255421e-10,0.278102266037984,0.31,0.202,4.3663014428888e-06,"1","NUTM2B-AS1"
3.69907441359337e-10,0.325350829497688,0.255,0.164,9.31759854040035e-06,"1","UBAP1"
3.84564548467640e-10,0.278132511794686,0.307,0.205,9.68679641135137e-06,"1","ATP8B1"
2.46095995211426e-09,0.331036411957775,0.251,0.162,6.1989120233806e-05,"1","KPNA3"
3.36525266952165e-09,0.302344014310304,0.268,0.177,8.47673494925809e-05,"1","MAP2K4"
3.52514867694504e-09,0.295537715552903,0.256,0.168,8.87949700235685e-05,"1","ACIN1"
1.16776698547842e-08,0.368566502681223,0.272,0.186,0.000294148825972159,"1","NFIC"
1.54226316721969e-06,0.567245130985996,0.269,0.2,0.0388480669190966,"1","MT-ND1"
4.59622354818476e-06,0.269067041268781,0.253,0.179,0.115774274955226,"1","TET2"
0,2.9635999210148,0.945,0.175,0,"2","NCKAP5"
0,3.05914288719713,0.88,0.142,0,"2","EMP2"
0,3.50922511746886,0.83,0.124,0,"2","LAMA3"
0,3.12353746582784,0.911,0.209,0,"2","LMO7"
0,3.99640037497862,0.774,0.081,0,"2","SCEL"
0,3.76851645251738,0.803,0.119,0,"2","CLIC5"
0,3.13104136920597,0.775,0.103,0,"2","AC027288.3"
0,2.60211401262302,0.922,0.28,0,"2","NEDD4L"
0,2.97335440864529,0.806,0.172,0,"2","CADM1"
0,2.81826600298458,0.791,0.157,0,"2","ROR1"
0,3.46742247658897,0.747,0.115,0,"2","GPC5"
0,2.67530887974811,0.784,0.172,0,"2","DAPK2"
0,2.54082590280658,0.781,0.172,0,"2","KHDRBS2"
0,3.43432140677951,0.751,0.154,0,"2","CD55"
0,3.27396165707352,0.669,0.105,0,"2","VEGFA"
0,2.92248927771216,0.629,0.098,0,"2","LINC01290"
0,3.10523843503681,0.583,0.071,0,"2","AL355499.1"
0,3.347823243022,0.557,0.085,0,"2","GPRC5D-AS1"
8.52395194905578e-307,2.84989055007309,0.728,0.17,2.14709825644766e-302,"2","RAB11FIP1"
1.55005752491121e-300,2.35252836376906,0.904,0.346,3.90443989949885e-296,"2","MAGI1"
4.883426764862e-298,2.44681372389682,0.806,0.216,1.23008636780109e-293,"2","PHACTR1"
4.48958103253839e-295,2.5716409466372,0.843,0.275,1.1308805662861e-290,"2","ATP11A"
6.15194378396894e-293,2.37208464457768,0.549,0.078,1.54961311974394e-288,"2","RTKN2"
1.27575458384833e-287,2.5473375250069,0.648,0.128,3.21349822125556e-283,"2","GPRC5A"
1.72935244741713e-287,3.36453907702861,0.451,0.055,4.35606587979902e-283,"2","AC022325.2"
9.33652710615592e-282,2.19847637531197,0.931,0.355,2.35177781276961e-277,"2","LIMCH1"
4.50555341131035e-278,2.56290242621998,0.726,0.179,1.13490384877496e-273,"2","NXN"
5.1674299702974e-278,3.30731786311669,0.484,0.069,1.30162393521821e-273,"2","COL12A1"
6.0376241644608e-277,2.63769576139701,0.6,0.108,1.52081715078603e-272,"2","COL4A3"
2.76247672720083e-274,2.95807893280609,0.591,0.112,6.95840262814618e-270,"2","HULC"
2.25084121218864e-273,2.62776458932064,0.693,0.16,5.66964392938195e-269,"2","COL8A1"
3.37794187245814e-268,2.98295693774846,0.554,0.099,8.50869778253481e-264,"2","AC112206.2"
2.16304388532688e-267,2.86872438319764,0.635,0.139,5.44849124274987e-263,"2","DENND3"
1.13061295251009e-261,4.79453771717235,0.286,0.02,2.84790096607768e-257,"2","MYRF"
2.52595397108401e-254,2.57703903926765,0.659,0.156,6.36262545776352e-250,"2","EPB41L5"
4.32146698301992e-250,3.20328561243407,0.484,0.079,1.08853431835289e-245,"2","ANKRD29"
4.12317348001894e-248,2.28520036951656,0.745,0.214,1.03858616788197e-243,"2","ATF7IP2"
1.25004566047704e-245,2.55844372434479,0.496,0.079,3.14874001417561e-241,"2","GPM6A"
6.27818350376615e-242,2.40340041356554,0.69,0.181,1.58141164276366e-237,"2","COL4A2"
2.72562652831006e-232,2.87375095735262,0.586,0.132,6.86558066216021e-228,"2","PHLDB2"
2.58197950644614e-226,3.03737841457896,0.532,0.114,6.50374817878717e-222,"2","GTF2IRD1"
5.72754547360519e-217,2.5538137198421,0.625,0.163,1.44271142934641e-212,"2","RANBP17"
3.46167188312997e-210,2.69178096602455,0.539,0.122,8.71960530641608e-206,"2","ADGRD1"
9.729860527806e-209,2.75390267663209,0.567,0.14,2.45085456834905e-204,"2","PRKCZ"
1.10396024831977e-203,1.91808926359099,0.813,0.296,2.78076546949267e-199,"2","NEBL"
5.47532608404996e-200,2.84750203346013,0.528,0.125,1.37917988731135e-195,"2","LMTK2"
6.80627955502643e-199,2.87173682687626,0.42,0.072,1.71443375711561e-194,"2","AC010974.2"
1.01354682286971e-197,3.28023209960309,0.389,0.063,2.55302309212652e-193,"2","KRT7"
2.29438080196546e-197,1.88350386945047,0.842,0.322,5.77931580207079e-193,"2","ALCAM"
4.31897357839345e-196,2.92474645778078,0.488,0.107,1.08790625466153e-191,"2","CDH1"
5.66155164040616e-196,2.0732929928876,0.757,0.271,1.42608824270191e-191,"2","DLC1"
1.33607463674145e-195,2.10106763095628,0.748,0.274,3.36543840248803e-191,"2","PATJ"
4.52955177399096e-192,2.46220334865441,0.509,0.111,1.14094879635058e-187,"2","SEMA5A"
1.05602093755096e-190,2.30739618494707,0.533,0.119,2.66001113959711e-186,"2","ST6GALNAC5"
8.66600838526409e-188,2.27182746626121,0.588,0.16,2.18288085216417e-183,"2","COL4A1"
3.42104255188081e-186,1.92406452144846,0.83,0.396,8.61726408393259e-182,"2","PARD3"
8.39824112531687e-185,1.75115755440988,0.82,0.319,2.11543295705607e-180,"2","MECOM"
2.33546052011749e-180,3.17462806493412,0.388,0.069,5.88279150412395e-176,"2","SLC19A1"
3.66402922016054e-178,1.89856610776509,0.728,0.257,9.22932320266238e-174,"2","MAGI3"
6.40193814709779e-177,3.0317574154979,0.368,0.061,1.61258419987246e-172,"2","AC002066.1"
1.10656798570051e-176,2.26548943603748,0.58,0.162,2.78733409918102e-172,"2","ATP13A4"
8.07069803695501e-172,2.16529416421631,0.661,0.227,2.0329281285286e-167,"2","FARP1"
2.06622214224614e-169,1.99490331272593,0.644,0.206,5.2046069541038e-165,"2","TACC2"
7.01631541833783e-169,2.19758484161369,0.539,0.138,1.76733969072512e-164,"2","MAP2"
7.4911498416374e-163,2.04499340185666,0.645,0.213,1.88694573361004e-158,"2","SHANK2"
5.20142141785617e-161,2.38113478421426,0.453,0.101,1.31018604094379e-156,"2","AC044810.2"
2.66191277638119e-160,2.28699947523998,0.485,0.117,6.70509209242658e-156,"2","SLC39A8"
5.04957936891369e-160,2.81336732498336,0.38,0.073,1.27193854723567e-155,"2","MYO16-AS1"
1.95111237579811e-157,2.73911184913755,0.372,0.07,4.91465696339786e-153,"2","ANXA3"
5.83662991014434e-157,2.36224630979238,0.559,0.169,1.47018870806626e-152,"2","MYO1B"
9.35847173189058e-155,2.55162692789243,0.474,0.124,2.35730544454592e-150,"2","ARHGAP42"
2.37715610704e-154,2.51255022676442,0.457,0.113,5.98781851802306e-150,"2","ITGA3"
2.90235777106509e-152,2.76309874864513,0.403,0.088,7.31074898953586e-148,"2","HSPG2"
2.93683763511286e-150,3.07299403360994,0.325,0.056,7.39760031908577e-146,"2","CNTN6"
1.31637009167101e-149,1.79857302370273,0.679,0.247,3.31580462391011e-145,"2","UNC13B"
1.47498953468237e-149,2.48411014839406,0.545,0.176,3.71535113891142e-145,"2","CYSTM1"
5.77259166727752e-148,2.43224533156792,0.419,0.094,1.45405811507053e-143,"2","NRG3"
7.68258372099283e-146,2.18393886964221,0.564,0.179,1.93516601348088e-141,"2","PDZD2"
3.54813482345237e-142,2.51511707061693,0.468,0.13,8.93739680679418e-138,"2","ARHGAP44"
2.27548881404624e-136,2.28598343766457,0.529,0.169,5.73172877370107e-132,"2","COBL"
4.00055406326481e-135,3.15026976340253,0.304,0.055,1.00769956299577e-130,"2","GPRC5D"
5.77708980572345e-132,2.32165304099529,0.409,0.098,1.45519115116368e-127,"2","CAV1"
3.37896583545596e-130,2.42651831015826,0.426,0.11,8.51127704293001e-126,"2","CGNL1"
6.2778349312248e-130,1.96503715373571,0.603,0.217,1.58132384082622e-125,"2","SHROOM3"
1.33028237771718e-129,2.27098750937603,0.477,0.143,3.3508482812318e-125,"2","MYO5C"
5.31273399384278e-128,3.2154239262854,0.3,0.058,1.33822456570906e-123,"2","C3orf52"
1.85428018221725e-127,2.17581176420161,0.499,0.158,4.67074635098704e-123,"2","FNBP1L"
2.48625241031065e-127,2.72764259789422,0.386,0.096,6.26262119633149e-123,"2","GPR39"
1.07144118711201e-125,2.35544394143571,0.482,0.152,2.69885320621644e-121,"2","RASSF8"
1.66327022774267e-125,2.4643291610808,0.494,0.16,4.18961137666102e-121,"2","BMPR1A"
2.19211708964714e-122,2.01251406815433,0.607,0.239,5.52172373711218e-118,"2","GLCCI1"
5.48061665666826e-122,2.38882929136099,0.369,0.086,1.38051252964817e-117,"2","FAM189A2"
2.42528145280671e-120,2.07977337537779,0.461,0.133,6.10904145147483e-116,"2","ARHGEF26"
3.36703822979204e-120,1.67387875541686,0.761,0.422,8.48123259702316e-116,"2","CUX1"
1.96373200091567e-118,1.2422519075425,0.665,0.26,4.94644453710647e-114,"2","SAMD4A"
1.72213304778324e-117,1.19142426094181,0.792,0.383,4.33788093406119e-113,"2","PDE4D"
6.05898734774469e-116,2.33426780118259,0.438,0.132,1.52619832302341e-111,"2","MYO5B"
9.95740272096014e-116,2.45819960206449,0.354,0.083,2.50817017138265e-111,"2","IQCJ-SCHIP1"
3.28128994265569e-115,2.33701234289838,0.45,0.141,8.26524123655541e-111,"2","TXNDC11"
2.20903430716048e-112,1.98920851024029,0.553,0.204,5.56433651630653e-108,"2","WWC2"
2.89624539780951e-110,2.09365047329729,0.484,0.16,7.29535253254238e-106,"2","SCAI"
9.59927518004073e-110,2.61640812190362,0.334,0.08,2.41796142510046e-105,"2","PPARGC1A"
1.19244901165923e-109,2.83897813958455,0.29,0.061,3.00365981546843e-105,"2","SLC45A4"
1.88883624608046e-109,2.4157897169481,0.397,0.114,4.75778962025207e-105,"2","ZFYVE9"
2.73986160961839e-109,1.9047926312616,0.487,0.165,6.90143740846776e-105,"2","RAI14"
1.4801076595728e-107,2.91804314386603,0.296,0.065,3.72824318369794e-103,"2","CGN"
4.21387209262326e-107,1.6319108556389,0.672,0.326,1.06143224141087e-102,"2","AFDN"
1.83472733695048e-106,1.62620423960353,0.624,0.265,4.62149468904457e-102,"2","TNS1"
2.86119060341175e-106,1.55711697544526,0.652,0.298,7.20705301093386e-102,"2","EZR"
3.83390697343038e-106,2.44170083507413,0.341,0.085,9.65722827537379e-102,"2","WASF3"
4.32866458054081e-106,1.51396783362406,0.696,0.339,1.09034732119242e-101,"2","NEDD9"
5.077277696953e-106,1.81060775278378,0.522,0.191,1.27891547908549e-101,"2","MICAL2"
1.71380131996667e-105,2.89256770521255,0.279,0.058,4.31689414486406e-101,"2","SCD5"
1.98707506432738e-105,1.8346391002566,0.567,0.223,5.00524337953423e-101,"2","SH3RF1"
2.30594642987156e-105,1.69562241957634,0.566,0.221,5.80844846220348e-101,"2","AL139807.1"
7.15496064720729e-105,2.1571608900593,0.471,0.165,1.80226303742505e-100,"2","NR6A1"
4.29207244697872e-103,2.94240762506358,0.347,0.093,1.08113012866947e-98,"2","EYA4"
9.23291311751348e-103,1.68510173174252,0.611,0.272,2.32567848517047e-98,"2","DOCK5"
2.0229287078218e-102,2.26517929417059,0.345,0.088,5.09555512213233e-98,"2","CAV2"
2.12389635211133e-100,2.35067220900854,0.376,0.108,5.34988252133323e-96,"2","PTPN21"
2.54642425170674e-100,2.39554302453736,0.341,0.089,6.41418804762412e-96,"2","TTLL7"
1.39004791599051e-99,3.52575033496696,0.259,0.054,3.50139169558848e-95,"2","AC025580.2"
8.92821291865734e-98,2.21746412918869,0.426,0.142,2.2489275520806e-93,"2","MGLL"
1.0121945154304e-97,1.58815219579231,0.595,0.26,2.54961676491764e-93,"2","TANC1"
1.08971260591674e-97,1.64359780445748,0.536,0.205,2.74487708304367e-93,"2","PTPRE"
1.76078942935627e-95,1.49301244421027,0.484,0.162,4.4352524936055e-91,"2","SFTA3"
3.46799685444229e-95,2.26245698253524,0.375,0.112,8.73553727665469e-91,"2","MYH14"
6.07437341383331e-95,1.45262288536692,0.731,0.429,1.53007391921047e-90,"2","LRRFIP1"
2.8785854811126e-94,1.64573850830973,0.593,0.266,7.25086896837452e-90,"2","MCU"
5.51441390033425e-94,2.54351451186038,0.25,0.051,1.38902571735519e-89,"2","CTNND2"
5.97347239030428e-93,0.877007261345156,0.813,0.359,1.50465796039374e-88,"2","RBMS3"
