"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.80265557957848e-21,0.931431527261942,0.402,0.34,7.05960913940024e-17,"0","ZCCHC7"
4.67586544730468e-21,0.887871318759829,0.434,0.384,1.17780374752158e-16,"0","BPTF"
8.86827190164831e-21,1.1149264512593,0.314,0.239,2.23382900930619e-16,"0","MAPK1"
1.19597690442065e-20,0.847576572130536,0.426,0.369,3.01254622454518e-16,"0","HERC1"
4.6055171372555e-20,0.443149552388066,0.305,0.227,1.16008371170329e-15,"0","RBPJ"
1.16148935221433e-19,0.860487523693196,0.377,0.31,2.92567552929268e-15,"0","PPP1R12A"
2.48200406210638e-19,1.05590445153068,0.292,0.215,6.25192003203976e-15,"0","KIF13B"
2.72983638765817e-19,0.972758497821065,0.355,0.289,6.87618487687216e-15,"0","CCNH"
3.95401080658504e-19,0.835836938594702,0.32,0.237,9.95975782070707e-15,"0","RFTN1"
1.30338678987766e-18,0.995303017886396,0.317,0.247,3.28310098502284e-14,"0","BBX"
3.02292042487681e-18,1.06472320289457,0.275,0.203,7.6144342582222e-14,"0","PPP3CC"
4.11484342909125e-18,1.21940670855749,0.318,0.254,1.0364879113538e-13,"0","PHACTR2"
6.98688805253265e-18,0.783240976765262,0.325,0.243,1.75992723155245e-13,"0","ARID5B"
1.1297612141733e-17,0.8462979230197,0.277,0.191,2.84575552238113e-13,"0","MT-ND1"
1.11125502695666e-16,1.06906853003759,0.323,0.266,2.79914028740114e-12,"0","PHC3"
1.35213262574936e-16,0.412088491895489,0.284,0.19,3.40588687100007e-12,"0","ZEB1"
1.71206767135118e-16,0.608351163561488,0.357,0.264,4.31252725736648e-12,"0","ZEB2"
1.71230970108401e-16,1.00400366194915,0.284,0.216,4.31313690606051e-12,"0","OGT"
3.79110226585218e-16,0.728113853468133,0.456,0.416,9.54940749745506e-12,"0","PPP3CA"
5.51385252716898e-16,0.97820340658289,0.303,0.24,1.38888431306859e-11,"0","PRRC2B"
1.41832358157893e-15,0.922672625113417,0.345,0.285,3.57261526963917e-11,"0","JAZF1"
1.84574779912481e-15,0.904707414201756,0.355,0.305,4.6492541312155e-11,"0","KDM4C"
2.3643590629633e-15,0.861260995139971,0.286,0.217,5.95558404369825e-11,"0","ATP2B4"
5.35043096660079e-15,0.92558938079389,0.365,0.321,1.34772005617707e-10,"0","WNK1"
1.06671068675036e-14,0.503569703932607,0.311,0.232,2.68693754885547e-10,"0","RNF149"
1.49486128622932e-14,0.791187781430463,0.415,0.378,3.76540609388303e-10,"0","CDKAL1"
2.14358891783094e-14,1.04590582207606,0.285,0.226,5.39948612512434e-10,"0","STX8"
5.5602430031116e-14,1.05155208386879,0.25,0.19,1.40056961005378e-09,"0","SEPTIN7"
1.00371121141958e-13,1.11499251890354,0.267,0.211,2.52824817044479e-09,"0","PTPRA"
1.87066592472449e-13,0.708337351136591,0.412,0.368,4.71202039778851e-09,"0","TGFBR2"
2.67380380239899e-13,0.868742767540038,0.379,0.346,6.73504439786281e-09,"0","ZNF609"
3.88926544204716e-13,1.03896245224828,0.279,0.224,9.79667072197258e-09,"0","GLG1"
4.61839603640562e-13,0.885097957351503,0.315,0.267,1.16332777761021e-08,"0","OGA"
4.63042189510498e-13,1.04512047171793,0.273,0.22,1.16635697115799e-08,"0","RNF38"
5.263528629512e-13,0.993829450650046,0.3,0.251,1.32583022648778e-08,"0","R3HDM2"
7.43983446581851e-13,0.760897334169555,0.399,0.368,1.87401990359502e-08,"0","VPS13C"
1.00928471519179e-12,0.995356257737347,0.272,0.219,2.5422872690966e-08,"0","DENND1B"
1.64481467395982e-12,0.385920784276971,0.575,0.553,4.1431236822374e-08,"0","DPYD"
1.90291920749524e-12,0.549368813426317,0.262,0.186,4.79326319175976e-08,"0","MT-ND2"
2.32888763482998e-12,0.953519143014263,0.25,0.194,5.86623506337323e-08,"0","MECP2"
5.85321218676468e-12,0.551616689662015,0.444,0.413,1.47436561772415e-07,"0","TBC1D22A"
1.01853206636758e-11,0.676754418242761,0.399,0.369,2.56558042197329e-07,"0","PAN3"
2.37580294995267e-11,0.525656675283007,0.356,0.303,5.98441005063578e-07,"0","ITPR2"
3.16851826071904e-11,0.815552911387063,0.262,0.206,7.98118064692518e-07,"0","MYO9B"
3.7364622050012e-11,0.88051747755147,0.314,0.274,9.41177464817752e-07,"0","HELZ"
5.23035550319919e-10,0.832974219016336,0.253,0.203,1.31747424770084e-05,"0","GMDS"
8.05147952731937e-10,0.644672993471208,0.336,0.297,2.02808717813648e-05,"0","FBXW7"
